1,0000000000000000
-0,0000399149721488
2,0000000000000000
-0,0000425749713031
3,0000000000000000
-0,0000425749713031
4,0000000000000000
-0,0000439049690613
5,0000000000000000
-0,0000439049690613
6,0000000000000000
-0,0000425749713031
7,0000000000000000
-0,0000412449699070
8,0000000000000000
-0,0000399149721488
9,0000000000000000
-0,0000425749713031
10,0000000000000000
-0,0000439049690613
11,0000000000000000
-0,0000425749713031
12,0000000000000000
-0,0000412449699070
13,0000000000000000
-0,0000412449699070
14,0000000000000000
-0,0000399149721488
15,0000000000000000
-0,0000412449699070
16,0000000000000000
-0,0000425749713031
17,0000000000000000
-0,0000439049690613
18,0000000000000000
-0,0000439049690613
19,0000000000000000
-0,0000425749713031
20,0000000000000000
-0,0000412449699070
21,0000000000000000
-0,0000399149721488
22,0000000000000000
-0,0000425749713031
23,0000000000000000
-0,0000412449699070
24,0000000000000000
-0,0000425749713031
25,0000000000000000
-0,0000425749713031
26,0000000000000000
-0,0000425749713031
27,0000000000000000
-0,0000412449699070
28,0000000000000000
-0,0000399149721488
29,0000000000000000
-0,0000399149721488
30,0000000000000000
-0,0000399149721488
31,0000000000000000
-0,0000425749713031
32,0000000000000000
-0,0000399149721488
33,0000000000000000
-0,0000399149721488
34,0000000000000000
-0,0000385849707527
35,0000000000000000
-0,0000385849707527
36,0000000000000000
-0,0000412449699070
37,0000000000000000
-0,0000412449699070
38,0000000000000000
-0,0000412449699070
39,0000000000000000
-0,0000399149721488
40,0000000000000000
-0,0000385849707527
41,0000000000000000
-0,0000372549693566
42,0000000000000000
-0,0000385849707527
43,0000000000000000
-0,0000412449699070
44,0000000000000000
-0,0000399149721488
45,0000000000000000
-0,0000385849707527
46,0000000000000000
-0,0000372549693566
47,0000000000000000
-0,0000385849707527
48,0000000000000000
-0,0000372549693566
49,0000000000000000
-0,0000399149721488
50,0000000000000000
-0,0000399149721488
51,0000000000000000
-0,0000399149721488
52,0000000000000000
-0,0000385849707527
53,0000000000000000
-0,0000385849707527
54,0000000000000000
-0,0000385849707527
55,0000000000000000
-0,0000399149721488
56,0000000000000000
-0,0000399149721488
57,0000000000000000
-0,0000399149721488
58,0000000000000000
-0,0000412449699070
59,0000000000000000
-0,0000399149721488
60,0000000000000000
-0,0000399149721488
61,0000000000000000
-0,0000372549693566
62,0000000000000000
-0,0000399149721488
63,0000000000000000
-0,0000385849707527
64,0000000000000000
-0,0000399149721488
65,0000000000000000
-0,0000385849707527
66,0000000000000000
-0,0000372549693566
67,0000000000000000
-0,0000385849707527
68,0000000000000000
-0,0000385849707527
69,0000000000000000
-0,0000399149721488
70,0000000000000000
-0,0000412449699070
71,0000000000000000
-0,0000425749713031
